x,y,orient_x,orient_y,steer,throttle,speed,psi,cte,epsi,which_closest,poly0,poly1,poly2,pts_car_0_0,pts_car_0_1,pts_car_1_0,pts_car_1_1,pts_car_2_0,pts_car_2_1,frame
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.007443829832942574,1.0,0.0,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,0
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5917753313413192,0.9999999999947666,1.081929146273808e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,1
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5935841072443518,0.9999999999975124,2.1633175251167813e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,2
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5933493847964603,1.0,3.2441655362092095e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,3
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5933799214229053,0.9999999999997939,4.3244719805102255e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,4
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5933759446740587,0.9999999999943584,5.404239056261417e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,5
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5933764571612076,0.9999999999996761,6.483467362983219e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,6
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5933763857075268,0.9999999999956375,7.562156500995344e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,7
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5933763902086046,0.9999999999939392,8.640305271256921e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,8
-183.8000030517578,80.19999694824219,5.960464477539063e-08,-0.9999998807907104,0.5933763848327764,0.9999999999934094,9.717916871210265e-09,-1.5707962671902447,-2.601322792104335,-0.035711861544792875,0,-0.0012587517882815496,0.03572705084687548,-2.601322792104335,-5.783104601606165,-2.850034135222729,7.13440175203107,-2.4105017316928308,22.256171022652065,-2.429681959910652,9
